name,color,lat,lon,elevation
W3,yellow,34.936003,-111.745445,1450.985
W3,yellow,34.936003,-111.745445,1454.219
W3,yellow,34.936003,-111.745445,1457.495
W3,yellow,34.936003,-111.745445,1454.449
W3,yellow,34.936003,-111.745445,1451.038
W3,yellow,34.936003,-111.745445,1447.917
W3,yellow,34.936003,-111.745445,1444.701
W3,yellow,34.936003,-111.745445,1441.414
W3,yellow,34.936003,-111.745445,1438.291
W3,yellow,34.936003,-111.745445,1438.045
W4,pink,34.931435,-111.733436,1436.029
W0,red,34.931263,-111.733194,1435.691
W0,red,34.931017,-111.732371,1435.607
W0,red,34.930601,-111.730235,1431.886
W0,red,34.930494,-111.729233,1431.5
W0,red,34.930155,-111.728559,1432.906
W0,red,34.92948,-111.728549,1431.72
W0,red,34.927948,-111.729434,1429.352
W4,pink,34.92456,-111.735391,1428.084
W0,red,34.923771,-111.735547,1431.698
W0,red,34.923448,-111.735546,1432.401
W0,red,34.922789,-111.735311,1434.919
W0,red,34.921611,-111.73456,1438.603
W0,red,34.921327,-111.734375,1439.665
W0,red,34.919975,-111.733208,1440.578
W0,red,34.919351,-111.732046,1441.354
W0,red,34.919151,-111.73179,1442.105
W0,red,34.917992,-111.73095,1442.029
W0,red,34.917245,-111.730541,1438.818
W0,red,34.916597,-111.730258,1436.535
W0,red,34.915799,-111.730103,1432.503
W0,red,34.915308,-111.72977,1430.402
W0,red,34.914479,-111.728936,1425.988
W0,red,34.914361,-111.728815,1425.687
W0,red,34.91387,-111.728361,1422.444
W0,red,34.913039,-111.728238,1418.823
W0,red,34.912607,-111.728321,1417.506
W0,red,34.911541,-111.728255,1414.084
W0,red,34.910622,-111.728351,1410.314
W0,red,34.909302,-111.728629,1406.915
W0,red,34.90773,-111.728687,1406.221
W0,red,34.907573,-111.728658,1405.809
W0,red,34.906413,-111.727915,1402.962
W0,red,34.905716,-111.727717,1399.74
W0,red,34.904761,-111.72788,1396.199
W0,red,34.903129,-111.728607,1394.735
W0,red,34.901744,-111.729578,1394.88
W0,red,34.900707,-111.730641,1394.503
W0,red,34.899581,-111.731514,1391.743
W0,red,34.89891,-111.731777,1388.407
W0,red,34.898039,-111.731892,1385.379
W0,red,34.896679,-111.73211,1387.481
W0,red,34.896085,-111.732241,1390.352
W0,red,34.895026,-111.732303,1394.027
W0,red,34.893891,-111.732803,1394.62
W0,red,34.892611,-111.733669,1395.465
W0,red,34.890603,-111.734417,1395.218
W0,red,34.890349,-111.73445,1395.226
W0,red,34.889548,-111.734119,1396.247
W0,red,34.888804,-111.733491,1396.456
W0,red,34.888338,-111.733378,1396.999
W0,red,34.887344,-111.733858,1396.472
W0,red,34.887141,-111.73416,1396.418
W0,red,34.885901,-111.736329,1397.127
W0,red,34.885185,-111.737939,1396.953
W0,red,34.885071,-111.739248,1396.152
W0,red,34.885314,-111.741,1393.047
W0,red,34.885331,-111.741127,1392.766
W0,red,34.885346,-111.741235,1392.394
W0,red,34.885481,-111.741494,1392.834
W2,blue,34.885576,-111.741653,1392.641
W3,yellow,34.8856,-111.741597,1389.601
W3,yellow,34.885622,-111.741604,1387.678
W3,yellow,34.88556,-111.741546,1387.798
W0,red,34.885404,-111.741798,1387.511
W0,red,34.885334,-111.742978,1387.991
W0,red,34.884935,-111.744403,1386.593
W0,red,34.884352,-111.745121,1382.397
W0,red,34.883148,-111.746229,1379.181
W0,red,34.882239,-111.747076,1375.396
W0,red,34.881672,-111.747608,1371.654
W0,red,34.881284,-111.747947,1368.586
W0,red,34.880749,-111.748311,1364.594
W0,red,34.880185,-111.748922,1360.354
W0,red,34.879593,-111.749348,1356.902
W0,red,34.879355,-111.749508,1355.716
W0,red,34.878916,-111.750147,1351.925
W0,red,34.878614,-111.750924,1347.563
W0,red,34.878456,-111.751216,1345.649
W0,red,34.877916,-111.751725,1341.164
W0,red,34.877602,-111.75202,1338.797
W0,red,34.877185,-111.752698,1334.46
W0,red,34.876851,-111.753294,1330.907
W0,red,34.876483,-111.753883,1326.791
W0,red,34.876046,-111.754393,1323.197
W0,red,34.875649,-111.75475,1321.551
W0,red,34.874114,-111.755737,1320.419
W0,red,34.873995,-111.755821,1320.319
W0,red,34.873076,-111.756974,1323.098
W0,red,34.872346,-111.758066,1325.235
W0,red,34.871641,-111.759176,1326.238
W0,red,34.871609,-111.7594,1328.095
W0,red,34.871642,-111.759928,1332.682
W0,red,34.871634,-111.760991,1334.162
W0,red,34.871671,-111.761079,1335.198
W0,red,34.872246,-111.761112,1337.66
W0,red,34.872931,-111.76111,1340.353
W0,red,34.873274,-111.761114,1342.099
W0,red,34.874759,-111.761065,1341.722
W0,red,34.876608,-111.761023,1343.8
W0,red,34.87818,-111.760977,1342.08
W0,red,34.87876,-111.761011,1341.829
W0,red,34.87913,-111.761191,1343.076
W0,red,34.879663,-111.761597,1347.643
W0,red,34.879749,-111.76167,1347.907
W0,red,34.8801,-111.761977,1351.209
W0,red,34.880192,-111.762052,1351.961
W0,red,34.880452,-111.762194,1353.391
W0,red,34.880642,-111.762189,1354.291
W0,red,34.880691,-111.762295,1354.211
W0,red,34.880844,-111.763719,1352.972
W0,red,34.88117,-111.764348,1353.042
W0,red,34.881333,-111.764477,1354.271
W0,red,34.881392,-111.764518,1354.628
W0,red,34.881762,-111.764762,1358.183
W0,red,34.881857,-111.764825,1358.929
W0,red,34.881955,-111.764917,1360.186
W0,red,34.882235,-111.765385,1363.239
W0,red,34.882325,-111.76568,1363.899
W0,red,34.882547,-111.766055,1367.203
W0,red,34.882584,-111.766096,1367.438
W0,red,34.882972,-111.76641,1368.03
W0,red,34.88312,-111.766541,1368.051
W0,red,34.883393,-111.766703,1368.387
W0,red,34.883606,-111.767042,1368.26
W0,red,34.883734,-111.767298,1368.571
W2,blue,34.883947,-111.767249,1369.152
W2,blue,34.884304,-111.767287,1371.83
W2,blue,34.884348,-111.767283,1372.119
W2,blue,34.884956,-111.767433,1373.333
W2,blue,34.885509,-111.767518,1372.231
W2,blue,34.885887,-111.767445,1373.05
W2,blue,34.886329,-111.767538,1376.276
W2,blue,34.886375,-111.767554,1376.578
W2,blue,34.886659,-111.767573,1378.819
W2,blue,34.886702,-111.767579,1379.498
W2,blue,34.887117,-111.767707,1382.016
W2,blue,34.887201,-111.767744,1382.244
W2,blue,34.887664,-111.768086,1385.176
W2,blue,34.888008,-111.768082,1386.237
W2,blue,34.888068,-111.768094,1386.478
W2,blue,34.888146,-111.768149,1386.311
W3,yellow,34.888149,-111.768185,1387.735
W3,yellow,34.888114,-111.768194,1386.672
W3,yellow,34.887958,-111.768198,1385.441
W3,yellow,34.887766,-111.768181,1385.508
W3,yellow,34.887638,-111.768216,1384.67
W2,blue,34.88756,-111.768136,1384.232
W2,blue,34.887502,-111.768088,1383.973
W2,blue,34.887444,-111.768056,1383.137
W2,blue,34.887399,-111.767999,1383.126
W2,blue,34.88736,-111.767973,1382.983
W2,blue,34.887169,-111.767826,1381.477
W2,blue,34.887071,-111.767773,1380.915
W2,blue,34.886785,-111.767693,1379.836
W3,yellow,34.886611,-111.767635,1378.506
W3,yellow,34.886424,-111.76765,1376.622
W3,yellow,34.88628,-111.767617,1375.64
W3,yellow,34.886141,-111.767553,1374.236
W3,yellow,34.885865,-111.767461,1372.303
W3,yellow,34.885669,-111.767495,1372.017
W3,yellow,34.885435,-111.767593,1372.07
W3,yellow,34.885196,-111.767544,1372.838
W3,yellow,34.885106,-111.767525,1372.714
W3,yellow,34.884968,-111.767463,1371.72
W3,yellow,34.884776,-111.76738,1372.046
W3,yellow,34.8846,-111.767333,1371.261
W3,yellow,34.884476,-111.767331,1371.11
W3,yellow,34.884466,-111.767327,1370.833
W3,yellow,34.884243,-111.767318,1369.398
W3,yellow,34.884031,-111.767333,1368.027
W3,yellow,34.883945,-111.767304,1367.344
W3,yellow,34.883738,-111.767331,1367.112
W3,yellow,34.883585,-111.767341,1367.167
W3,yellow,34.883474,-111.767431,1370.189
W3,yellow,34.883404,-111.767535,1371.63
W2,blue,34.883319,-111.767724,1371.712
W2,blue,34.883281,-111.767829,1372.485
W2,blue,34.883248,-111.768009,1371.942
W2,blue,34.883205,-111.768269,1373.714
W2,blue,34.883206,-111.76838,1373.999
W2,blue,34.883209,-111.768403,1374.368
W2,blue,34.883164,-111.76856,1374.096
W2,blue,34.882989,-111.768718,1375.153
W2,blue,34.882902,-111.768804,1377.191
W2,blue,34.882905,-111.768897,1377.734
W2,blue,34.882936,-111.769091,1380.143
W2,blue,34.882926,-111.76922,1380.767
W2,blue,34.883011,-111.769346,1378.586
W2,blue,34.883077,-111.769529,1380.199
W2,blue,34.883069,-111.769619,1380.594
W2,blue,34.883059,-111.769646,1379.886
W2,blue,34.883033,-111.769744,1380.85
W2,blue,34.88301,-111.770067,1382.42
W2,blue,34.882997,-111.770091,1382.474
W2,blue,34.882845,-111.770205,1383.436
W2,blue,34.882778,-111.770319,1384.712
W2,blue,34.882731,-111.770483,1384.146
W2,blue,34.882666,-111.770634,1383.575
W2,blue,34.882676,-111.770745,1384.24
W2,blue,34.882556,-111.770864,1383.561
W2,blue,34.882526,-111.771086,1386.655
W2,blue,34.882509,-111.771332,1389.235
W2,blue,34.882486,-111.771471,1391.827
W2,blue,34.882488,-111.771481,1392.286
W2,blue,34.88244,-111.771622,1395.438
W3,yellow,34.882382,-111.7717,1395.534
W3,yellow,34.882267,-111.771777,1392.586
