name,color,lat,lon,elevation
W3,yellow,31.939196,-112.811575,503.97
W3,yellow,31.939158,-112.811569,507.091
W3,yellow,31.939194,-112.811631,506.551
W3,yellow,31.939197,-112.811612,506.682
W0,red,31.939186,-112.811084,506.383
W0,red,31.939243,-112.810419,506.838
W0,red,31.939442,-112.809448,506.32
W0,red,31.939642,-112.808893,506.401
W0,red,31.939954,-112.808785,507.307
W0,red,31.940878,-112.80937,510.346
W0,red,31.941818,-112.809989,513.363
W0,red,31.942497,-112.810527,515.409
W0,red,31.942633,-112.810965,515.729
W0,red,31.942636,-112.811194,515.671
W0,red,31.942823,-112.811376,516.401
W0,red,31.942896,-112.811261,517.202
W0,red,31.943039,-112.810297,518.556
W0,red,31.94303,-112.809747,515.339
W0,red,31.942945,-112.809274,511.775
W0,red,31.942654,-112.808512,506.857
W0,red,31.942454,-112.808059,504.308
W0,red,31.942175,-112.807434,507.362
W0,red,31.941975,-112.806731,510.303
W0,red,31.941961,-112.80661,510.618
W0,red,31.942066,-112.80516,507.615
W0,red,31.942245,-112.80448,504.267
W0,red,31.942449,-112.803934,500.35
W0,red,31.942684,-112.803427,498.418
W0,red,31.94351,-112.802699,500.792
W0,red,31.944107,-112.802472,497.692
W0,red,31.944223,-112.80245,497.657
W0,red,31.945264,-112.802523,495.579
W0,red,31.946352,-112.802856,496.489
W0,red,31.947492,-112.802754,497.321
W0,red,31.948067,-112.802659,497.943
W0,red,31.949389,-112.803089,499.253
W0,red,31.949495,-112.803135,499.271
W0,red,31.951183,-112.803142,500.953
W0,red,31.952332,-112.802542,502.012
W0,red,31.952907,-112.802491,502.7
W0,red,31.954033,-112.802691,502.633
W0,red,31.954146,-112.802644,502.989
W0,red,31.954154,-112.801977,504.069
W0,red,31.954168,-112.801785,504.462
W0,red,31.954077,-112.80116,505.528
W0,red,31.95384,-112.800616,506.006
W0,red,31.953764,-112.800121,504.978
W0,red,31.953777,-112.799981,504.651
W0,red,31.953781,-112.799836,504.601
W0,red,31.954213,-112.799726,506.25
W0,red,31.955576,-112.799866,509.321
W0,red,31.956216,-112.79993,510.605
W0,red,31.957411,-112.800067,513.231
W0,red,31.959564,-112.80031,515.46
W0,red,31.961302,-112.800653,518.632
W0,red,31.963441,-112.8014,519.654
W0,red,31.966186,-112.802836,521.886
W0,red,31.968662,-112.804214,525.005
W0,red,31.969409,-112.804639,526.479
W0,red,31.971666,-112.805794,529.743
W0,red,31.973556,-112.806166,530.449
W0,red,31.974649,-112.806122,533.976
W0,red,31.975462,-112.806021,537.99
W0,red,31.976571,-112.805883,541.893
W0,red,31.979339,-112.8057,541.353
W0,red,31.983739,-112.805853,542.024
W0,red,31.98455,-112.805881,545.776
W0,red,31.985636,-112.805906,549.645
W0,red,31.98619,-112.805935,550.46
W0,red,31.988417,-112.806014,547.022
W0,red,31.989226,-112.806046,545.538
W0,red,31.993634,-112.806187,542.279
W0,red,31.997782,-112.806281,538.914
W0,red,31.998053,-112.806276,538.703
W0,red,32.003329,-112.806029,536.262
W0,red,32.007776,-112.805554,536.258
W0,red,32.008057,-112.805519,536.247
W0,red,32.012186,-112.804841,533.203
W0,red,32.016842,-112.803849,532.903
W0,red,32.017939,-112.803575,534.843
W0,red,32.021767,-112.802478,531.571
W0,red,32.026044,-112.801047,530.019
W0,red,32.030783,-112.799191,532.598
W0,red,32.033695,-112.798008,531.446
W0,red,32.036865,-112.796753,534.476
W0,red,32.042428,-112.794508,538.003
W0,red,32.045858,-112.793127,540.656
W0,red,32.049559,-112.791628,543.391
W0,red,32.050621,-112.79121,545.039
W0,red,32.053006,-112.790255,548.046
W0,red,32.055631,-112.789204,551.2
W0,red,32.057209,-112.788573,554.25
W0,red,32.057737,-112.788361,555.012
W0,red,32.05932,-112.787716,558.202
W0,red,32.059589,-112.787613,558.497
W0,red,32.061449,-112.786864,561.88
W0,red,32.062245,-112.786534,563.179
W0,red,32.06329,-112.786094,565.169
W0,red,32.065137,-112.785355,568.689
W0,red,32.067251,-112.784488,571.711
W0,red,32.068041,-112.784172,573.013
W0,red,32.069365,-112.783652,575.272
W0,red,32.071227,-112.782886,578.849
W0,red,32.073603,-112.781912,582.303
W0,red,32.075981,-112.780962,585.608
W0,red,32.079156,-112.779703,588.896
W0,red,32.082573,-112.778297,593.771
W0,red,32.083342,-112.778001,598.061
W0,red,32.083864,-112.777794,601.069
W0,red,32.087297,-112.776394,598.089
W0,red,32.088363,-112.775967,595.4
W0,red,32.093631,-112.773846,594.136
W0,red,32.095507,-112.773091,590.709
W0,red,32.098671,-112.771815,587.296
W0,red,32.099748,-112.771432,583.984
W0,red,32.10002,-112.771351,583.891
W0,red,32.10279,-112.770838,583.915
W0,red,32.10474,-112.770612,580.719
W0,red,32.107256,-112.770307,577.204
W0,red,32.110043,-112.769988,573.978
W0,red,32.11144,-112.769827,571.406
W0,red,32.113944,-112.769523,569.761
W0,red,32.115051,-112.769385,568.767
W0,red,32.117271,-112.769132,565.498
W0,red,32.120619,-112.768717,562.359
W0,red,32.122871,-112.768475,559.209
W0,red,32.125895,-112.768125,557.35
W0,red,32.128961,-112.767739,555.518
W0,red,32.133142,-112.767251,552.324
W0,red,32.137292,-112.76678,551.173
W0,red,32.140626,-112.766413,551.411
W0,red,32.143956,-112.766036,551.591
W0,red,32.147316,-112.765604,553.034
W0,red,32.150105,-112.765284,550.197
W0,red,32.153166,-112.764915,551.879
W0,red,32.157311,-112.764452,554.756
W0,red,32.160929,-112.764028,553.345
W0,red,32.164148,-112.763663,552.097
W0,red,32.166133,-112.763421,552.243
W0,red,32.169109,-112.763074,552.98
W0,red,32.172539,-112.762663,553.135
W0,red,32.173847,-112.762513,554.84
W0,red,32.176192,-112.762226,551.718
W0,red,32.178899,-112.761926,549.849
W0,red,32.181402,-112.76165,549.878
W0,red,32.183746,-112.761383,549.66
W0,red,32.18683,-112.761001,548.832
W0,red,32.191005,-112.760523,546.189
W0,red,32.195763,-112.759941,544.044
W0,red,32.199344,-112.759529,542.273
W0,red,32.202919,-112.759098,539.834
W0,red,32.20739,-112.758577,536.998
W0,red,32.210993,-112.758174,533.867
W0,red,32.211273,-112.758141,533.663
W0,red,32.215199,-112.75768,531.172
W0,red,32.219084,-112.757159,531.33
W0,red,32.221847,-112.756569,534.57
W0,red,32.225374,-112.755577,537.103
W0,red,32.228291,-112.754474,540.519
W0,red,32.230148,-112.753715,542.001
W0,red,32.233345,-112.752446,544.511
W0,red,32.236242,-112.751305,547.534
W0,red,32.239692,-112.749967,547.14
W0,red,32.242594,-112.7488,546.447
W0,red,32.245873,-112.747512,544.681
W0,red,32.249311,-112.746152,543.15
W0,red,32.252954,-112.7447,541.963
W0,red,32.253674,-112.744407,540.704
W0,red,32.256594,-112.743261,539.022
W0,red,32.259511,-112.742116,539.131
W0,red,32.261048,-112.741483,539.14
W0,red,32.263422,-112.740572,539.715
W0,red,32.265705,-112.739638,540.219
W0,red,32.267242,-112.739106,540.269
W0,red,32.268763,-112.73906,540.76
W0,red,32.270214,-112.739629,540.648
W0,red,32.273332,-112.741055,538.55
W0,red,32.276184,-112.742361,537.504
W0,red,32.279303,-112.743712,538.904
W0,red,32.28262,-112.74522,538.814
W0,red,32.285921,-112.746737,538.119
W0,red,32.288251,-112.74811,536.509
