name,color,lat,lon,elevation
W1,green,42.386078,-77.378494,361.053
W1,green,42.38592,-77.378152,361.329
W1,green,42.384043,-77.373992,358.307
W1,green,42.383888,-77.373651,358.115
W1,green,42.383264,-77.372276,355.785
W1,green,42.382482,-77.37054,352.319
W1,green,42.381548,-77.368474,349.047
W1,green,42.380137,-77.365415,352.284
W1,green,42.378714,-77.362827,355.335
W1,green,42.376493,-77.359508,353.352
W1,green,42.37539,-77.358134,350.813
W1,green,42.37447,-77.357097,349.025
W1,green,42.373762,-77.356349,347.733
W1,green,42.371019,-77.353911,346.244
W1,green,42.367798,-77.351787,345.843
W0,red,42.364426,-77.350227,343.471
W0,red,42.36034,-77.349095,341.846
W0,red,42.359162,-77.348819,343.709
W0,red,42.355387,-77.347533,344.871
W0,red,42.353129,-77.346431,341.798
W1,green,42.350946,-77.345092,338.758
W1,green,42.345857,-77.341694,341.903
W1,green,42.342908,-77.339728,344.914
W1,green,42.338338,-77.336637,341.789
W1,green,42.336665,-77.334926,339.518
W1,green,42.335398,-77.3327,336.911
W1,green,42.334356,-77.330255,333.818
W1,green,42.33242,-77.325742,337.182
W1,green,42.330307,-77.320835,334.104
W1,green,42.32719,-77.313974,331.434
W1,green,42.326445,-77.312256,334.445
W1,green,42.326111,-77.31074,336.613
W1,green,42.325813,-77.307518,336.342
W1,green,42.325247,-77.305208,333.156
W1,green,42.324796,-77.304165,331.789
W1,green,42.324139,-77.302831,329.776
W1,green,42.321843,-77.298066,328.93
W1,green,42.31897,-77.291946,328.187
W1,green,42.316594,-77.286348,328.002
W1,green,42.315836,-77.283312,331.657
W1,green,42.315409,-77.28097,335.354
W1,green,42.315138,-77.279406,337.458
W1,green,42.314126,-77.273498,334.301
W1,green,42.313837,-77.27152,330.658
W1,green,42.313744,-77.269505,327.001
W1,green,42.31375,-77.269101,326.895
W1,green,42.313905,-77.261471,325.774
W1,green,42.313746,-77.257451,325.312
W1,green,42.313079,-77.255228,324.574
W1,green,42.311828,-77.252969,323.692
W1,green,42.310381,-77.251543,322.68
W1,green,42.306387,-77.248712,323.811
W1,green,42.302229,-77.245537,324.66
W1,green,42.300486,-77.24337,327.638
W1,green,42.297902,-77.239454,324.53
W1,green,42.297113,-77.238236,322.964
W1,green,42.295334,-77.235486,319.55
W1,green,42.293735,-77.232064,316.997
W1,green,42.291918,-77.226989,316.094
W1,green,42.290721,-77.225207,315.961
W1,green,42.289423,-77.224261,315.628
W0,red,42.287654,-77.223852,315.808
W0,red,42.285304,-77.224138,315.423
W0,red,42.280844,-77.22457,315.535
W0,red,42.276547,-77.224902,314.402
W0,red,42.274342,-77.22444,313.08
W0,red,42.272021,-77.223199,315.383
W1,green,42.269831,-77.221378,317.172
W1,green,42.268072,-77.219885,313.91
W1,green,42.266838,-77.218834,311.729
W1,green,42.262378,-77.21505,310.289
W1,green,42.256464,-77.210017,309.579
W1,green,42.252588,-77.206542,311.167
W1,green,42.246139,-77.200533,309.193
W1,green,42.241943,-77.196977,306.952
