name,color,lat,lon,elevation
W4,pink,35.207266,-111.600688,2082.856
W2,blue,35.207145,-111.600744,2083.213
W2,blue,35.207116,-111.600666,2083.514
W3,yellow,35.207117,-111.600502,2085.953
W3,yellow,35.207117,-111.600502,2086.0
W4,pink,35.192988,-111.622178,2086.391
W0,red,35.192747,-111.622852,2086.085
W0,red,35.192724,-111.622983,2086.166
W0,red,35.1927,-111.623717,2086.666
W0,red,35.192479,-111.623917,2086.443
W3,yellow,35.19231,-111.623917,2085.905
W3,yellow,35.19225,-111.623919,2085.347
W2,blue,35.192138,-111.623864,2085.695
W2,blue,35.191981,-111.623649,2085.43
W3,yellow,35.191978,-111.623692,2086.053
W3,yellow,35.191995,-111.623823,2085.504
W3,yellow,35.191994,-111.623967,2085.664
W3,yellow,35.192013,-111.623946,2085.615
W0,red,35.192038,-111.6239,2085.768
W0,red,35.192031,-111.623681,2085.161
W0,red,35.191762,-111.623297,2084.611
W0,red,35.191572,-111.623415,2085.349
W0,red,35.190941,-111.623988,2088.651
W0,red,35.190241,-111.624974,2090.449
W1,green,35.189287,-111.626707,2090.934
W1,green,35.188044,-111.629175,2090.49
W1,green,35.186244,-111.632705,2088.481
W1,green,35.184537,-111.635396,2087.133
W1,green,35.182501,-111.637739,2089.206
W1,green,35.181414,-111.638757,2093.282
W1,green,35.180481,-111.639536,2097.183
W1,green,35.179513,-111.640269,2101.054
W1,green,35.178335,-111.641198,2104.336
W1,green,35.176729,-111.642789,2107.454
W1,green,35.174932,-111.64509,2110.021
W1,green,35.173603,-111.647529,2111.407
W1,green,35.17274,-111.649821,2111.451
W1,green,35.172029,-111.652807,2113.361
W1,green,35.171846,-111.655575,2114.453
W1,green,35.17187,-111.657446,2117.86
W1,green,35.171738,-111.660816,2119.404
W1,green,35.171178,-111.662766,2115.683
W1,green,35.170491,-111.664054,2112.261
W1,green,35.169791,-111.664972,2108.915
W1,green,35.169612,-111.665193,2108.796
W1,green,35.168687,-111.666768,2107.477
W1,green,35.167118,-111.669509,2107.973
W1,green,35.165175,-111.671927,2109.874
W1,green,35.164569,-111.672601,2111.823
W1,green,35.162786,-111.674404,2114.863
W1,green,35.161667,-111.675408,2117.28
W1,green,35.160647,-111.676242,2121.234
W1,green,35.159733,-111.676943,2124.262
W1,green,35.1595,-111.677115,2124.532
