name,color,lat,lon,elevation
W3,yellow,42.446684,-76.493479,149.029
W3,yellow,42.446684,-76.493479,145.616
W3,yellow,42.446684,-76.493479,142.442
W3,yellow,42.446684,-76.493479,141.161
W3,yellow,42.446684,-76.493479,137.829
W3,yellow,42.446684,-76.493479,137.118
W3,yellow,42.446684,-76.493479,133.823
W3,yellow,42.446684,-76.493479,130.813
W3,yellow,42.446684,-76.493479,127.759
W3,yellow,42.446684,-76.493479,125.547
W3,yellow,42.44266,-76.496708,126.048
W0,red,42.442621,-76.498594,123.636
W0,red,42.442615,-76.498651,123.403
W0,red,42.442612,-76.498773,122.944
W0,red,42.442593,-76.49874,122.901
W0,red,42.442621,-76.499094,122.816
W0,red,42.442591,-76.499481,124.919
W0,red,42.442556,-76.500601,123.894
W0,red,42.442525,-76.500929,122.745
W0,red,42.442513,-76.501055,122.927
W0,red,42.442499,-76.501751,121.806
W0,red,42.442502,-76.502029,122.401
W0,red,42.44249,-76.50221,123.188
W0,red,42.44247,-76.503575,121.521
W0,red,42.442467,-76.503655,121.23
W0,red,42.442469,-76.503823,120.11
W0,red,42.442458,-76.504194,120.822
W0,red,42.442425,-76.505396,121.854
W0,red,42.442361,-76.507196,120.003
W0,red,42.442315,-76.508166,117.922
W0,red,42.442315,-76.508356,117.655
W0,red,42.442317,-76.508491,118.347
W0,red,42.442282,-76.509947,117.822
W0,red,42.442276,-76.510557,117.723
W0,red,42.442115,-76.510712,119.079
W0,red,42.442043,-76.510705,118.839
W0,red,42.441046,-76.510672,119.14
W0,red,42.43963,-76.510572,119.228
W0,red,42.438448,-76.510225,120.161
W0,red,42.437578,-76.509375,120.633
W0,red,42.437435,-76.509216,115.156
W0,red,42.437292,-76.509053,114.45
W0,red,42.436966,-76.508599,114.491
W0,red,42.43647,-76.508287,115.119
W2,blue,42.436044,-76.508269,115.3
W2,blue,42.435784,-76.508251,114.675
W2,blue,42.43507,-76.508201,114.544
W2,blue,42.434036,-76.508146,113.243
W2,blue,42.433877,-76.508152,113.134
W3,yellow,42.433617,-76.508154,113.286
W0,red,42.432611,-76.508106,113.536
W0,red,42.430884,-76.508018,113.364
W0,red,42.428621,-76.508122,113.763
W0,red,42.427706,-76.508876,114.784
W0,red,42.427618,-76.508984,114.562
W0,red,42.426745,-76.510597,113.876
W0,red,42.426494,-76.511046,113.589
W0,red,42.426317,-76.511399,113.989
W0,red,42.425749,-76.512396,114.865
W0,red,42.424597,-76.514039,115.914
W0,red,42.423282,-76.515651,115.318
W0,red,42.42305,-76.515955,114.723
W0,red,42.423001,-76.516137,114.587
W2,blue,42.422992,-76.516341,115.056
W3,yellow,42.422992,-76.516341,118.418
W3,yellow,42.422992,-76.516342,118.52
W3,yellow,42.422966,-76.51629,118.278
W3,yellow,42.422956,-76.516269,118.117
W3,yellow,42.422884,-76.516025,117.749
W3,yellow,42.422898,-76.516103,114.137
W3,yellow,42.422898,-76.516103,113.878
W3,yellow,42.422898,-76.516105,117.084
W3,yellow,42.422948,-76.516305,117.326
W2,blue,42.422726,-76.516429,116.911
W2,blue,42.422715,-76.516434,117.185
W2,blue,42.422671,-76.516563,116.893
W3,yellow,42.422701,-76.516592,112.935
W3,yellow,42.4227,-76.516592,113.858
W2,blue,42.422804,-76.516766,114.03
W2,blue,42.422889,-76.516555,114.732
W2,blue,42.422832,-76.516505,114.909
W2,blue,42.422723,-76.516431,114.434
W0,red,42.422567,-76.516543,114.766
W0,red,42.421821,-76.517386,115.212
W0,red,42.420723,-76.518733,117.437
W0,red,42.420267,-76.51926,118.727
W0,red,42.420261,-76.519317,118.895
W0,red,42.419988,-76.519629,119.435
W0,red,42.419237,-76.520505,120.371
W0,red,42.418167,-76.522325,119.06
W0,red,42.417663,-76.523559,118.139
W1,green,42.416687,-76.525906,117.887
W1,green,42.415519,-76.5288,120.28
W1,green,42.41534,-76.529259,121.662
W1,green,42.414991,-76.530172,125.215
W1,green,42.414551,-76.531337,127.789
W1,green,42.414157,-76.532277,129.436
W1,green,42.412978,-76.535028,131.683
W1,green,42.41228,-76.536162,128.235
W1,green,42.411918,-76.536696,126.852
W1,green,42.409787,-76.539673,125.565
W1,green,42.409539,-76.540023,124.709
W1,green,42.408474,-76.541593,128.022
W1,green,42.408142,-76.542136,131.05
W1,green,42.40759,-76.543051,134.536
W1,green,42.407476,-76.543237,134.603
W1,green,42.406532,-76.54472,136.21
W0,red,42.404977,-76.545924,138.509
W0,red,42.403373,-76.546304,138.082
W0,red,42.4012,-76.546581,136.211
W0,red,42.399502,-76.546414,132.685
W0,red,42.398956,-76.54632,131.287
W0,red,42.397921,-76.546158,130.038
W0,red,42.397304,-76.546403,132.403
W0,red,42.396901,-76.546786,133.378
W1,green,42.396318,-76.547924,137.672
W1,green,42.396109,-76.548634,141.062
W1,green,42.395941,-76.54911,144.13
W1,green,42.395761,-76.549552,147.811
W1,green,42.395499,-76.550207,152.257
W1,green,42.395177,-76.550819,156.615
W1,green,42.394803,-76.551442,160.192
W1,green,42.394388,-76.552065,163.96
W1,green,42.393934,-76.553132,167.102
W1,green,42.392499,-76.555184,170.445
W1,green,42.392052,-76.555801,175.016
W1,green,42.391661,-76.556415,178.384
W1,green,42.391359,-76.557121,181.882
W1,green,42.391066,-76.558155,184.988
W1,green,42.390979,-76.558994,188.027
W1,green,42.391032,-76.561394,191.986
W1,green,42.391085,-76.562281,195.528
W1,green,42.391087,-76.563191,198.984
W1,green,42.390953,-76.564122,204.429
W1,green,42.39065,-76.564943,208.401
W1,green,42.390209,-76.565647,211.866
W1,green,42.389861,-76.566056,215.354
W0,red,42.389257,-76.566489,219.796
W0,red,42.389035,-76.566585,221.336
